idArticulo,dsArticulo,marca_linea,proveedor_ref,grupo,familia,linea
6147,YOGURT NATURAL S-AZUCAR X 140GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6148,YOGURT ENTERO C-GRANOLA X 155GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6149,YOGURT DESC C-GRANOLA X 155GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6160,Q. DAMBO X KG TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL QUESOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,QUESOS,TREGAR QUESOS
6164,Q. PATEGRAS X KG TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL QUESOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,QUESOS,TREGAR QUESOS
6171,YOGURT NATURAL ENDULZADO X 280 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6172,YOGURT NATURAL S-AZUCAR X 280 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6173,YOGURT NATURAL ENDULZADO X 140 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6174,YOGURT FRUTAL CER X 160 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6176,CREMA DE LECHE X 200 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6180,Q. RALLADO X 40 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL QUESOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,QUESOS,TREGAR QUESOS
6181,Q. RALLADO X 120 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL QUESOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,QUESOS,TREGAR QUESOS
6205,Q. BLANCO CLAS X 290 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6211,Q. AZUL X KG TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL QUESOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,QUESOS,TREGAR QUESOS
6212,Q. UNTABLE CHATEL JAMON X 180 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6214,Q. BLANCO LIGHT X 290 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6225,Q. MASCARPONE TREGAR X 200 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6253,RICOTA ENTERA X 290 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6254,RICOTA DESCREMADO X 290 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6313,DDL TREGAR X 200 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,LACTEOS,TREGAR SECOS
6318,YOGURT FRUTAL ARAND X 160 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6319,LECHE CHOCOLATA X 200 ML TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,LACTEOS,TREGAR SECOS
6338,LECHE ENTERA 12 X 1 LT TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL SECOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,SECOS,TREGAR SECOS
6339,LECHE DESCREMADA 12 X 1 LT TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL SECOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,SECOS,TREGAR SECOS
6359,Q. UNTABLE CHATEL CHEDDAR X 180 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6363,LECHE CHOCOLATA X 1 LT TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,LACTEOS,TREGAR SECOS
6621,LECHE DESLACTOSADA 12 X 1 LT TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,SECOS,LACTEOS,TREGAR SECOS
6627,Q. CREMA CLAS TREGAR X 190 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6628,Q. CREMA LIGHT TREGAR X 190 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6640,YOGURT FRUTAL ANA X 160 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6736,YOGURT ENT C-CEREAL X 164 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6737,YOGURT DESC C-CEREAL X 164 GRS TREGAR,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6760,Q. CREMA CLAS TREGAR X 280 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
6782,Q. CREMA LIGHT TREGAR X 280 GRS,GARCIA HNOS AGROINDUSTRIAL SRL LACTEOS,GARCIA HNOS AGROINDUSTRIAL SRL,REFRIGERADOS,LACTEOS,TREGAR LACTEOS
7001,HAMB DE POLLO X 166 GRS GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS RETAIL
7005,BOCADITO POLLO X 5 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7008,FIAMBRE PARA EMP X KG JET-FOOD,GRANJA TRES ARROYOS SOCIEDAD ANONIMA REFRIGERADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,REFRIGERADOS,FIAMBRES,GRANJA TRES ARROYOS REFRIGERADOS
7010,JAMON CRUDO MEDIO X KG  JET-FOOD,GRANJA TRES ARROYOS SOCIEDAD ANONIMA REFRIGERADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,REFRIGERADOS,FIAMBRES,GRANJA TRES ARROYOS REFRIGERADOS
7016,BASTONES MOZZ X 5 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7032,JAMON COCIDO X KG LA COMARCA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA REFRIGERADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,REFRIGERADOS,FIAMBRES,GRANJA TRES ARROYOS REFRIGERADOS
7033,FIAMBRE PATA CERDO X KG LA COMARCA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA REFRIGERADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,REFRIGERADOS,FIAMBRES,GRANJA TRES ARROYOS REFRIGERADOS
7050,BOCADITO POLLO X 1 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7051,MEDALLON POLLO X 1 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7053,MEDALLON POLLO J-Q X 1 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7055,NUGGETS POLLO X 1 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
7059,RICOSAURIOS X 1 KG GTA,GRANJA TRES ARROYOS SOCIEDAD ANONIMA CONGELADOS,GRANJA TRES ARROYOS SOCIEDAD ANONIMA,CONGELADOS,REBOZADOS,GRANJA TRES ARROYOS FOOD SERVICE
9074,CREMA DE LECHE 44% X 5 LT MILKAUT,MILKAUT SA,MILKAUT SA,REFRIGERADOS,LACTEOS,MILKAUT LACTEOS
10102,CREMA CHANT TONADITA X 250 GRS (X 6 UN),ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,LACTEOS,TONADITA
10103,Q. CHEDDAR DIP X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10104,Q. UNTABLE AZUL X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10105,Q. UNTABLE CLASICO X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10106,Q. UNTABLE GRUYERE X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10107,Q. UNTABLE JAMON X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10109,Q. FETAS X 8 U (AMERICANO) TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
10116,BONDIOLA X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10173,JAMON COCIDO CLAS X 6 KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10546,MORT BOLOGNA X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10611,SALAME MILAN X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10637,SALAMIN PICADO FINO X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10686,SALAMIN PICADO GRUESO X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10702,SALAME CRESPON X KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
10827,SALCHICHAS X 6 U PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,SALCHICHAS,PALADINI VIENAS
11009,MANTECA TONADITA X 100 GRS,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,LACTEOS,TONADITA
11010,MANTECA TONADITA X 200 GRS,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,LACTEOS,TONADITA
11303,Q. UNTABLE SALAME X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
11403,Q. UNTABLE 4 QUESOS X 180 GRS TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
11615,Q. AMERICANO X 140 U TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
12011,MILANESA DE SOJA TRADICIONAL X 340 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12015,HAMB DE SOJA TRADICIONAL 4 X 75 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12018,MILANESA SOJA C-ESPINACA X 340 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12019,MILANESA SOJA C-CEBOLLA X 340 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12021,MILANESA DE SOJA CALABAZA X 340GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12023,MEDALLON VERDURA X 300 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12025,MEDALLON ESPINACA X 300 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12032,MEDALLON CAL-AVEN-CHIA X 300 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12033,MEDALLON LEG-QUI X 300 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12050,BURGER 100% VEGETAL X 226 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12051,NUGGETS 100% VEGETAL X 300 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
12052,HOT-DOG 100% VEGETAL X 225 GRS VEGETALEX,PROTEINAS ARGENTINAS SA,PROTEINAS ARGENTINAS SA,CONGELADOS,SALUDABLES,VEGETALEX RETAIL
16000,NUGGETS CROCANTE X 6 KG SADIA,QUICKFOOD SA,QUICKFOOD SA,CONGELADOS,REBOZADOS,SADIA FOOD SERVICE
16001,PECHUGUITAS CROCANTE X 6 KG SADIA,QUICKFOOD SA,QUICKFOOD SA,CONGELADOS,REBOZADOS,SADIA FOOD SERVICE
16002,SUPREMITAS CROCANTE X 6 KG SADIA,QUICKFOOD SA,QUICKFOOD SA,CONGELADOS,REBOZADOS,SADIA FOOD SERVICE
16003,BONDIOLA DE CERDO CONGELADA SADIA X KG,QUICKFOOD SA,QUICKFOOD SA,CONGELADOS,CARNES,SADIA FOOD SERVICE
17900,Q. AZUL X KG EMPERADOR,SAVAZ S.R.L,SAVAZ S.R.L,REFRIGERADOS,QUESOS,EMPERADOR QUESOS
17939,SALCHICHA X 6 U FELA,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,SALCHICHAS,FELA VIENAS
20101,Q. CHEDDAR POUCH X 3KG TONADITA,ELCOR S.A FOOD,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
20289,LOMO COCIDO X 2 KG PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20412,"SALCH C-JAMON X 2,5 KG PALADINI",FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20420,"SALCH TRIPLE X 2,5 KG PALADINI",FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20503,MORT MINI X 300 GRS PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20552,"MORT CILINDRO X 4,5 KG PALADINI",FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20727,"Q. DE CERDO X 2,5 KG PALADINI",FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
20735,LEBERWURST X 250 GRS PALADINI,FRIGORIFICO PALADINI SA,FRIGORIFICO PALADINI SA,REFRIGERADOS,FIAMBRES,PALADINI REFRIGERADOS
21305,Q. FETAS PROVOLONE X 8 U TONADITA,ELCOR S.A RETAIL,ELCOR S.A,REFRIGERADOS,QUESOS,TONADITA
